stop_id,stop_name,stop_lat,stop_lon,wheelchair_boarding,stop_url,location_type,parent_station
60060,HZ. ÖMER CAMİ,40.8104117,29.4670973,0,,0,
90604,APTİPAŞA 1,41.0020932,29.9755661,0,,0,
20142,ALİ HAYDAR EFENDİ CADDESİ 1,40.8171233,29.3672127,0,,0,
81182,BAYRAKTAR KÖY İÇİ,40.7873567,30.0929892,0,,0,
30063,İSTASYON KÖPRÜSÜ 1,40.7820214,29.4114657,0,,0,
90000,HEDİYELİ 4 EVLER,41.0570551,30.0428346,0,,0,
11099,OMURCALI SAPAĞI 1,40.937203,30.260185,0,,0,
81169,CAHAR DUDAYEV PARKI,40.7749111,29.9499279,0,,0,
90583,SAHİL CADDESİ,41.1300243,30.0119687,0,,0,
81142,KIBRIS SOKAK,40.7054023,29.9212752,0,,0,
60190,MEVLANA CAMİ,40.807236,29.387653,0,,0,
81138,MANDIRA YOLU 1,40.8380036,30.0424247,0,,0,
90247,KIRKARMUT DURAKLI 1,41.001775,30.138937,0,,0,
81143,ULUBATLI HASAN CADDESİ,40.7028383,29.9201775,0,,0,
41088,ŞİRİN SOKAK,40.7591105,29.8626953,0,,0,
60677,GEBZE TEKNİK ÜNİVERSİTESİ 1,40.8166337,29.3614742,0,,0,
60616,PELİTLİ YOLU CADDESİ 2,40.8581111,29.4469634,0,,0,
60619,PELİTLİ YOLU CADDESİ 5,40.8590201,29.4495375,0,,0,
30096,DARICA İSKELE,40.7541325,29.3910532,0,,0,
40348,PAŞA CADDESİ 2,40.7671643,29.9625744,0,,0,
88000,AKPINAR DURAĞI 2,40.7942353,29.8833183,0,,0,
60687,GEBZE TEKNİK ÜNİVERSİTESİ 2,40.8093361,29.3656132,0,,0,
42020,GÜZERGAH SOKAK 1,40.786194,29.385567,0,,0,
11108,SAĞLIK BİLİMLERİ FAKÜLTESİ 1,40.816925,29.910825,0,,0,
88001,KULFALI AŞAĞI PINAR DURAĞI,40.7948553,29.8924622,0,,0,
