kiosk_no,owner,distirict,term_no,lat,lon,title,term_type,address
0040000215,AHMET DEMİR,DERİNCE,00244,40.756756,29.809843,GEÇİT BÜFE,0,İBNİ SİNA MAH. D100 KARAYOLU ÜZERİ 60 EVLER ÜST GEÇİT YANI DERİNCE
0040000277,SÜLEYMAN YURTSEVER,null,00327,40.752269,30.022874,YURTSEVER İLETİŞİM,0,KÖSEKÖY İSTASYON MH. LEYLA ATAKAN CAD. NO:12/C KARTEPE/KOCAELİ
0040000270,FATİH KARADUMAN,null,00320,40.77007,29.753183,KARADUMAN KURUYEMİŞ,0,MİMAR SİNAN MAH. MEHMET AKİF ERSOY CAD. NO:122  Körfez
0040000157,CEMİL,KULLAR,00181,40.741737,29.957858,BİLMAR MARKET OKUL MALZEMELERİ,0,VEZİRÇİFTLÜĞÜ MAH. VEZİRÇİFTLİĞİ CAD. NO: 9 KULLAR İZMİT
0040000330,MUHAMMET ÇELİK,null,00382,40.76465,29.788561,MERVE KİTABEVİ,0,KUZEY MAH. AĞADERE CAD. NO:57 KÖRFEZ/KOCAELİ
0040000332,SATI TOKAT,null,00384,40.76404,29.918809,MURO MİNİ MARKET,0,KOZLUK MAH. İNÖNÜ CAD. NO:36/A İZMİT/KOCAELİ
0040000335,OSMAN NURİ ONSEKİZ,null,00387,40.773117,29.737728,DENİZ BİLGİSAYAR KIRTASİYE,0,ATALAR MAH. M.AKİF ERSOY CAD. FAZLIOĞLU PSJ.NO:42/C KÖRFEZ/KOCAELİ
0040000347,SEYFİ YILMAZ,null,00399,40.775985,29.968859,YILMAZ BÜFE,0,YENİŞEHİR MAH. SEYMEN CAD. NO:37 
0040000353,JEOPET PETROL ÜRÜNLERİ PAZARLAMA VE NAK. LTD ŞTİ,null,00405,40.766337,29.773198,TOTAL PETROL,0,BARBAROS MAH. BELDE GARAJI KARŞISI NO:8
0040000355,ŞAHBENDER ATAMIŞ,null,01536,40.771341,29.823061,ŞAHİN MARKET,0,F.SULTAN MAH. ÖĞRETMENLER CAD. NO:170/A DERİNCE
0040000355,ŞAHBENDER ATAMIŞ,null,00407,40.771358,29.82292,ŞAHİN MARKET,0,F.SULTAN MAH. ÖĞRETMENLER CAD. NO:170/A DERİNCE
0040001374,MEVLÜT ATAMAN,null,01539,40.774795,29.986948,ATAMAN GIDA,0,YUVAM AKARCA MAH.MUSTAFA KEMAL BULVARI NO:32/20
0040001382,ORHAN KARLI,null,01546,40.828604,29.394287,CANDOSTLAR MARKET,0,AKSE MAH. MUAMMER AKSOY CAD.  NO:205 CAYIROVA
0040001401,ULUSOY ALIŞVERİŞ GIDA TİC.LTD.ŞTİ.,DARICA,01567,40.770086,29.399437,MAVİ MARKET,0,FEVZİ ÇAKMAK MAH. DR. ZEKİ ACAR CAD. NO:19 DARICA-KOCAELİ
0040001416,ZESA PETROL TURİZM İNŞ. TİC. LTD. ŞTİ.,null,01582,40.887029,29.493556,ZESA PETROL TURİZM İNŞ. TİC. LTD. ŞTİ.,0,MOLLAFENARİ KÖYÜ İSTANBUL CAD. NO:1 GEBZE KOCAELİ
0040001456,KAMİL BALCI,null,01625,40.767131,29.786281,null,0,YENİ YALI MAH.KÖSTÜN SOK.NO:20 NO:A
0040001490,HASAN LAL,null,01663,40.813429,29.385168,ALUÇ MARKET,0,CUMHURİYET MAH.KÖROĞLU CAD.NO:89 GEBZE
0040001491,HASAN ARSLAN,GEBZE,01664,40.799948,29.396154,ARSLAN İLETİŞİM,0,HÜRRİYET MAH.YAŞAR DOĞU CAD.NO:43 GEBZE
0040001498,OSMAN ÇELİK,null,01672,40.80552,29.418631,MEDİNE GIDA,0,MEVLANA MAH.ERENLER CAD.NO:58
0040001499,HALİS KURT,null,01673,40.806754,29.385329,YUNUS BÜFE,0,MİMAR SİNAN MAH.PİRİ REİS CAD.NO:6
0040001512,SERKAN ÇİFTÇİ,DARICA,01686,40.800156,29.367937,MEN YAPI LTD ŞTİ,0,EMEK MAH. FSM. CAD. NO:46 DARICA
0040001516,GALİP KAYALI,null,01690,40.797707,29.401293,ÇARŞI MARKET,0,KÖŞKLÜ ÇEŞME MAH.TOPÇULAR CAD.NO:77
0040001527,FİLİZ BAŞAK,GEBZE,01711,40.794023,29.432917,ATAŞ BÜFE,0,TATLIKUYU MAH 1301 SOK NO:22 GEBZE
0040001531,ZEYNEP KEVSER ÇAKMAK,null,01718,40.70432,29.801165,AMİNİ UCUZLUK PAZARI,0,TOPÇULAR MAH. ÖRCÜN YOLU CAD.İŞ MERKEZİ F/2 BLOK NO:119 GÖLCÜK
0040001536,MUSTAFA SARIÇİÇEK,null,01728,40.718011,29.782567,SARIÇİÇEK MARKET,0,DEĞİRMENDERE YENİ YALI MAH.BAŞKOMUTAN CAD.26/A
0040001539,NAİPOĞLU AK.İNŞ.TAH.SAN.VE TİC.LTD.ŞTİ.,null,01735,40.788778,29.97733,NAİPOĞLU AK.İNŞ.TAH.SAN.VE TİC.LTD.ŞTİ.,0,YEŞİLOVA MAH.İZMİT KANDIRA YOLU CAD.NO:66
0040001541,YALÇIN BİLGİÇ,null,01737,40.766092,29.782779,CADDE 41 BÜFE,0,YENİ YALI MAH.BALI SOK.NO:39
0040001542,AYŞE YOLCU,null,01739,40.716876,29.816229,ARAS BÜFE,0,YENİ MAH.ATATÜRK BULVARI NO:58
0040001543,SELİM YEĞEN,DİLOVASI,01740,40.775821,29.526614,YEĞEN MARKET ,0,DİLİSKELESİ MAHALLESİ CUMHURUYET CAD. NO:59 DİLOVASI/KOCAELİ
0040001545,ŞENLİK KAYA,null,01742,40.778366,29.823117,TALHA MARKET,0,FATİH SULTAN MAH.GÜVEN SOK.NO:2
0040001546,SEVDA ÖZAYDIN,null,01743,40.794878,29.95339,ÖZAYDIN MARKET,0,GÜNDOĞDU MAH.KOCA ÇEŞME CAD.NO:81
0040001386,SELMA ÖZTÜRK,null,01550,40.765648,29.928334,PARK KURUYEMİŞ,0,ÖMERAĞA MAH.İNÖNÜ CAD.NO:176/1
0040001387,KADİR GÜLLÜ,null,01551,40.77487,29.943664,KEYFİM TEKEL SHOP,0,ERENLER MAH.DEVE BAĞIRTAN SOK.NO:49/A
0040001394,EKREM ÖZMEN,null,01558,40.75555,29.955547,ÖZMENLER MARKET,0,SANAYİ MAH.KÖPRÜ BAŞI CAD.NO:23/B
0040001448,ALİ ÇATALTEPE,null,01617,40.826607,29.383119,UMUT BÜFE,0,ÖZGÜRLÜK MAH.UĞUR MUMCU CAD.NO:63
0040001450,OĞUZ CEYHAN,null,01619,40.788065,29.390106,CEYHAN AVM,0,SIRASÖĞÜTLER MAH.AYDINLAR CAD.1669 SOK.NO:6
0040001469,BÜLENT KILIÇ,null,01640,40.818812,29.401883,GÜLER YÜZ MARKET,0,EMEK MAH.BOZAN CAD.NO:124
0040001474,MURAT AKBAŞ,null,01645,40.787091,29.406121,AKBAŞ SÜPER MARKET,0,İSTASYON MAH.1426 SOK.NO:38
0040001481,GÖRKEM KAYA,null,01652,40.738733,30.016004,BALAS TEKEL SHOP 6,0,FATİH SULTAN MEHMET MAH.DEMOKRASİ CAD.SAKİN SOK.NO:5/A
0040001510,EKOLİFE GIDA İNŞ.TURZ.NAK.SAN.TİC.LTD.ŞTİ.,null,01684,40.698964,29.944581,EKOLİFE GIDA İNŞ.TURZ.NAK.SAN.TİC.LTD.ŞTİ.,0,SERDAR MAH.PASİNLER CAD.İŞ MERKEZİ 18 1
0040001530,CAVAT ÇAMURLU,null,01716,40.759726,29.861791,-,0,ŞİRİNTEPE MAH ŞİRİN SOK DOSTLUK 7 A BLOK NO:22 İÇ İZMİT
0040001549,ANIL RIZA ÖCAL,null,01746,40.760975,29.850038,GEÇİT BÜFE,0,ÇENEDAĞ MAH.İSTİKLAL CAD.NO:190
0040001355,NAZİM YAHŞİ,null,01515,40.762574,29.82842,KARDEŞLER MARKET,0,SIRRI PAŞA MAH.ENGİN CAD.NO:69
0040001385,YUNUS ÇEKİÇ,null,01549,40.749768,29.991102,DAMLA SÜPER MARKET,0,KÖSEKÖY MAH.ÇUHANE CAD.NO:47/A
0040001390,FATİH ÜÇÜNCÜ,null,01554,40.788547,29.94833,ELİF MİNİ MARKET,0,MALTA MAH. MALTA CAD. NO:36 İZMİT KOCAELİ
0040001400,FAHRİ ÖZTÜRK,GEBZE,01566,40.815597,29.386412,MEYDAN MARKET,0,CUMHURİYET MAH. KUBİLAY CAD. NO:23/A GEBZE/KOCAELİ
0040001423,ZEYNEP ŞAL,null,01636,40.763292,29.934822,AÇIK BÜFE,0,KARABAŞ MAH.LEYLA ATAKAN CAD.NO:4/1
0040001432,VOLKAN CEYLAN,null,01598,40.794925,29.422359,CEYLAN BÜFE,0,OSMAN YILMAZ MAH.611 SOK.NO:6
0040001471,SÜLEYMAN AYBAKAN,null,01642,40.768315,29.423577,SÜLEYMAN USTANIN YERİ,0,ESKİHİSAR FERİBOT SAHASI YANI NO:17
0040001476,MEHMET DİLLİ,null,01647,40.85948,29.387528,ESLEM MARKET,0,ŞEKERPINAR MAH.HÜSEYİN DEMİR CAD.NO:11
0040001485,MEHMET YORGUN,null,01657,40.783931,29.376874,KARDEŞLER MARKET,0,OSMANGAZİ MAH.AŞIROĞUL CAD.ÇALIŞKAN SOK.NO:15
0040001501,ARZU ÇAM,null,01675,40.811356,29.423582,ÇAM GIDA,0,GAZİLER MAH.NESİL CAD.NO:4
0040001528,ALİ GÜRBÜZ,GEBZE,01712,40.81468,29.378264,GÜRBÜZ MARKET NAL.BYR İNŞ.TUR.SAN.TİC.,0,ADEM YAVUZ MAH. ÜMİT KAFTANCIOĞLU CAD. NO:37 GEBZE
0040001540,OĞUZ KALENDER,null,01736,40.754867,29.831155,İNDİRİM MARKET,0,DENİZ MAH. İSTASYON CAD. ZEMİNKAT NO:29/A DERİNCE/KOCAELİ
0040001547,SEFAİ BÜTÜNÖZ,null,01744,40.864521,29.584456,SİTE MARKET,0,KÖSELER MAH.GEBZE CAD.NO:158
0040001551,OLGUN ÖZTÜRK,null,01752,40.761275,29.803222,ÖZMAR GIDA,0,İBNİ SİNA MAH.GÜVENLİK CAD.NO:14/A
0040001554,RIFAT HANE,null,01755,40.750337,30.067359,HANDOĞLU MARKET ,0,UZUNÇİFTLİK MAH.MUSTAFA ÖZ CAD.NO:5
0040001556,ESER IŞIK,null,01758,40.743206,30.055674,IŞIK MARKET,0,ÇAMLIK KOCATEPE CAD.NO:19 KARTEPE
0040001375,BEREKET MAL.GIDA SAN.TİC.LTD.ŞTİ.,null,01540,40.765393,29.874663,BEREKET MAL.GIDA SAN.TİC.LTD.ŞTİ.,0,FATİH MAH.38.SOK.7A
0040001377,AHMET SERİM-HÜSEYİN YASİN SAMSA ADI ORTAKLIĞI,null,01542,40.765776,29.797835,KRS TOPTAN TÜKETİM,0,ESENTEPE MAH.ESENTEPE CAD.96/A
0040001405,FATİH ÖZCAN,null,01571,40.757487,29.816986,ÖZCAN MARKET,0,SIRRI PAŞA MAH.44 EVLER HASTANE YOLU SOK.NO:8
0040001409,İBRAHİM HORASAN,GEBZE,01575,40.806839,29.387126,ÇARŞI KURUYEMİŞ,0,BEYLİKBAĞI MAH. ANKARA CAD. NO 60 GEBZE KOCAELİ
0040001427,SÜLEYMAN TAŞYÜREK,null,01593,40.776107,29.790959,PİLOT MARKET TEKEL SHOP,0,YAVUZ SULTAN SELİM MAH.MEVLANA CAD.NO:83/D
0040001440,SÜLEYMAN FINDIK,DARICA,01608,40.794129,29.369461,FINDIK KIRTASİYE,0,OSMANGAZİ MAH. ATATÜRK CAD. NO:324 DARICA
0040001447,MAŞİDE KILIÇ,null,01616,40.795335,29.417108,KARDEŞLER GIDA,0,OSMAN YILMAZ MAH.YENİ BAĞDAT CAD.NO:264
0040001452,SERDAR ÇAKAR,KÖRFEZ,01621,40.775201,29.798114,EGE BÜFE,0,YAVUZ SULTAN MAH. MEVLANA CAD. TOKİ KONUT İŞ MERKEZİ NO:168/1
0040001457,KAMİL BALCI,null,01626,40.781091,29.946381,KAMİL BALCI,0,YENİ YALI MAH.KÖSTÜN SOK.NO:20 NO:A
0040001458,YALÇIN ÇINAR,null,01628,40.769979,29.428099,SARINOKTA GIDA TEKS.NAK.SAN.VE TİC.LTD.ŞTİ.,0,İSTASYON MAH.YENİ HİSAR CAD.NO:100
0040001461,NURSEL KÖSE,İZMİT,01631,40.782048,29.941279,1.ETAP MARKET,0,28 HAZİRAN MAH. ESKİ İSTANBUL YOLU CAD. NO:145 İZMİT
0040001462,KUTBETTİN YILDIRIM,null,01632,40.812731,29.386166,EYÜBOĞULLARI GIDA,0,MİMAR SİNAN MAH.MİMAR SİNAN CAD.NO:83
0040001467,GÜLENDAM SEZER,null,01638,40.786181,29.349478,EKO MİNİ MARKET,0,BAYRAMOĞLU MAH.FATİH SULTAN MEHMET CAD.NO:253/A
0040001470,AHMET YILDIRIMTEPE,null,01641,40.786006,29.351243,BEREKET MARKET,0,BAYRAMOĞLU MAH.F.S.M. CAD.NO:246
0040001475,ATİLLA ERÇETİN,null,01646,40.788959,29.353153,ERÇETİN MARKET,0,BAYRAMOĞLU MAH.YAVUZ SELİM CAD.NO:17
0040001484,NECAT ULUÇAY,null,01656,40.773621,29.523023,ULUÇAY GIDA,0,DİLİSKELESİ MAH.SAİD NURSİ CAD.NO:80
0040001503,CANAN KESİK,null,01677,40.773743,29.40471,EMRE MARKET,0,FEVZİ ÇAKMAK MAH.MEHMET AKİF CAD.NO:50
0040001353,KEMAL KIZILKAYA,null,01513,40.760952,29.928924,KK BÜFE,0,ÖMERAĞA MAH.SALİM DERVİŞOĞLU CAD.NO:76/2
0040001327,SEBAHATTİN ÖZKAN,null,01485,40.762946,29.848511,EYLÜL İLETİŞİM,0,ÇINARLI MAH ÇENESUYU CAD 28/C 
0040001410,ÖZGÜR DOĞU,GEBZE,01576,40.779438,29.429676,NEHİR MARKET,0,BARIŞ MAH. HAYRİ MACAR CAD. NO 1 GEBZE KOCAELİ
0040001438,TUNCAY KOÇ,ÇAYIROVA,01606,40.823351,29.38248,KOÇ TİCARET,0,ÖZGÜRLÜK MAH. YUNUS EMRE CAD. NO:6 ÇAYIROVA
0040001449,EFENDİ TAŞDEMİR,null,01618,40.811882,29.37313,TAŞDEMİRLER PETROL ÜRÜNLERİ OTOGAZ GIDA,0,CUMHURİYET MAH.YENİ BAĞDAT CAD.NO:60
0040001496,ERGİN ŞIVGIN,null,01669,40.681646,29.555831,BOMBA MARKET,0,DEREKÖY MAH.HASAN GÜNGÖR SOK.NO:1
0040001360,ÖZBEY YAYCI,null,01520,40.772849,29.991871,KARDEŞLER MİNİ MARKET,0,FATİH MAH.FATMA SEHER HANIM CAD.NO:123
0040001420,LATİF GÜLAY,null,01586,41.070633,30.151609,KANDIRA KURUYEMİŞ,0,AYDINLIK MAH.23 NİSAN CAD.NO:2/C
0040001436,NUR BANU ÖZKUL,null,01604,40.861292,29.371585,HAT-TAT BÜFE,0,CUMHURİYET MAH.TURAN CAD.NO:23
0040001443,MACİDE ERYILMAZ,GEBZE,01611,40.85719,29.466095,ERYILMAZ GIDA,0,PELİTLİ MAH. MERKEZ CAMİİ KARŞISI NO:1 GEBZE
0040001444,AHMET KERİM,null,01612,40.772451,29.406996,MAVİ MARKET,0,FEVZİ ÇAKMAK MAH.DR.ZEKİ ACAR CAD.NO:75
0040001446,YILMAZ ARTUT,null,01615,40.782485,29.433356,MİTAŞ GIDA,0,BARIŞ MAH.DR.ZEKİ ACAR CAD.1826/2 SOK.NO:26
0040001477,ÖZCAN UÇAR,null,01648,40.778849,29.524718,BİZİM MARKET,0,DİLİSKELESİ MAH.CUMHURİYET CAD.NO:64
0040001483,YAVUZ GÖNÜL,DİLOVASI,01655,40.771521,29.52107,GÖNÜL MARKET,0,DİLİSKELESİ MAH. 736 SOK. NO:2 DİLOVASI
0040001488,ÖZLEM DEMİRAL,null,01661,40.692272,29.824374,CEYLİN GIDA,0,ŞİRİNKÖY MAH.873 SOK.NO:1
0040001492,GÜNEŞ KARLIK,null,01665,40.87506,29.43047,KARLIK MARKET,0,BALCIK MAH.MUSTAFA KEMAL CAD.NO:47
0040001494,YASEMİN TAHMAZ,null,01667,40.83181,29.371531,TAHMAZ GIDA,0,ATATÜRK MAH. CUMHURİYET CAD. NO:130 
0040001515,MURAT ERZİNCAN,null,01689,40.755614,29.386276,RIHTIM BÜFE,0,YENİ MAH. ESKİ HÜKÜMET CAD. NO:4 DARICA
0040001522,NİLÜFER DOĞAN,GEBZE,01704,40.762946,29.390063,UFUK İLETİŞİM,0,Bağlarbaşı MH. İstasyon Cd. No:221 Darıca
0040001523,YEŞİM YILDIRIM ,null,01705,40.827802,29.363227,YILDIRIM GIDA,0,MİMARSİNAN MAH.SUZAN SOKAK NO:6 TUZLA/İSTANBUL 
0040001366,UMUT CEMAL ALIŞ,null,01529,40.76219,29.926957,UMUT BÜFE,0,ÖMER AĞA MAH.ŞAHBETTİN BİLGİSU CAD.NO:106
0040001370,BURCU DÜNDAR,null,01533,40.766124,29.945448,ELİF MARKET,0,KADIKÖY MAH.ZÜMRÜT SOK.NO:33/C
0040001395,RAMAZAN GÜÇLÜ,null,01559,40.766707,29.857491,ÜÇ-MAN SÜPER MARKET,0,KULAR YAKARCIK MAH.YAKARCIK CAD.NO:18 (ŞİRİNTEPE OTOBAN KÖPRÜSÜ)
0040001398,BRKT TEM.GIDA PAZARLAMA SAN.VE TİC.LTD.ŞTİ.,null,01564,40.790905,29.974043,BRKT TEM.GIDA PAZARLAMA SAN.VE TİC.LTD.ŞTİ.,0,YEŞİLOVA MAH.TURAN GÜNEŞ CAD.NO:500 İÇ KAPI NO:A
0040001363,SELÇUK AYDIN,null,01526,40.780575,29.386563,EFE KIRTASİYE,0,NENE HATUN MAH. İBNİ SİNA CAD. NO:3 DARICA 
0040001406,EKREM GÖDE,null,01572,40.765481,29.856432,MERVE MARKET,0,ŞİRİNTEPE MAH.BORA SOK.DİLEK APT.A1 6A
0040001414,GÜLİSTAN TOPRAK,null,01580,40.784554,29.621595,TOPRAK MARKET,0,AYHAN ATEŞ MAH.KINAY CAD.NO:3 HEREKE
0040001419,BAHTİYAR KURAL,null,01585,40.797484,29.973315,NEŞEM MARKET,0,TEPEKÖY MAH.TEPEKÖY CAD.NO:45/B
0040001426,OKAN KÖSE,null,01592,40.761599,29.885112,KÖSEOĞLU MİNİ MARKET,0,CUMHURİYET MAH. MİRAÇ SİT. SULUCAK SOK. NO:5 İZMİT/KOCAELİ
0040001439,NURETTİN DEMİR,DARICA,01607,40.795221,29.372186,TAHA KIRTASİYE,0,OSMANGAZİ MAH. İSTİKLAL CAD. NO:50 DARICA
0040001445,ŞAYİNAZ SEÇKİN,ÇAYIROVA,01613,40.8325,29.390597,EKOMİNİ MARKET,0,ÖZGÜRLÜK MAH. MUHAMMER AKSOY CAD. NO:200 ÇAYIROVA
0040001465,MEHMET GEÇAL,null,01635,40.800801,29.447221,GEÇAL BAKKAL,0,SULTAN ORHAN MAH.KIŞLA CAD.NO:56
0040001493,VAHAP KÖROĞLU,null,01666,40.7999,29.43278,MALATYA KURUYEMİŞ,0,HACI HALİL MAH.ZÜBEYDE HANIM CAD.NO:11
0040001565,GAMZE DÜZGÜN,null,01776,40.763877,29.971487,BARAN BÜFE,0,YAHYAKAPTAN MAH.AK KAVAKLAR CAD.NO:9
0040001566,DERYA BAYKAN,null,01777,40.721357,29.948963,null,0,YEŞİLYURT MAH.ÇUHADAR CAD.NO:326/1
0040001572,RAMAZAN YAĞAN,null,01788,40.744079,30.014051,YAĞAN MARKET,0,FATİH SULTAN MEHMET MAH.ULU IŞIK CAD.NO:16
0040001578,ENGİN MENEKŞE,null,01798,40.762109,29.92392,CAN PİŞMANİYE,0,KEMALPAŞA MAH.ANKARA KARAYOLU CAD.NO:9
0040001607,SALİH DEMİRKAN,EŞME,01833,40.733805,30.219163,EŞME MARKET,0,EŞME MAH. D100 KARAYLU CAD. NO:956 İÇ KAPI NO: KARTEPE
0040001608,EMİNE ELMALI,GEBZE,01834,40.802592,29.440743,ELMALI KURUYEMİŞ,0,SULTAN ORHAN MAH. YENİ BAĞDAT CAD. NO:482 
0040001616,SERKAN KIZILBUĞA,ÇAYIROVA,01843,40.836117,29.379122,SERKAN MARKET,0,ATATÜRK MAH. CUMHURİYET CAD. NO:23 
0040001628,ASIYA KILIÇ,null,01855,40.818516,29.402817,KILIÇ GIDA,0,EMEK MAH.BOSNA CAD.36 SOK.NO:2
0040001630,OYA  AĞTOPRAK,GEBZE,01859,40.820436,29.381756,HİLAL MARKET,0,ADEM YAVUZ MAH. 2322 SOKAK NO:9/3
0040001655,OLCAY TEKAYAK,null,01886,40.782962,29.803743,ZİRVE MARKET,0,YENİKENT MAH.ARAPTEPE SOK.NO:27
0040001658,SEYHARE ŞENTÜRK,null,01890,40.7635,29.934956,AÇIK BÜFE,0,KARABAŞ MAH.LEYLA ATAKAN CAD.NO:14/1 A
0040001575,YAVUZ KOÇ ADİ ORTAKLIĞI,null,01792,40.763043,29.956243,KAR MARKET,0,KÖRFEZ MAH.KÖRFEZ MAH.ANKARA KARAYOLU CAD.NO:171
0040001687,İBRAHİM CAN BAYTÜRK,null,01924,40.762669,29.935093,CAN BÜFE,0,KARABAŞ MAH.LEYLA ATAKAN CAD.ASLI APT.NO:4 İÇ KAPI NO:A
0040001689,ESRA CÜCE,null,01928,40.758018,30.017354,RUSTİK PAZAR,0,DUMLUPINAR MAH.DEĞİRMENLİ SOK.NO:24/A
0040001690,YUSUF BİLAL ÇELİKTEN,null,01931,40.690486,29.608699,ADIYAMAN BÜFE,0,KAYACIK MAHALLESİAMİRAL CADDESİ 208/2 KARAMÜRSEL KOCAELİ
0040001692,SONGÜL KORKMAZ,null,01933,40.703082,29.8629,ILICA MARKET,0,YAZLIK YENİ MAH.BAŞÖĞRETMEN CAD.NO:94 A
0040001694,MEHMET ŞERİF YILMAZ,null,01935,40.776523,29.974195,YILMAZLAR BÜFE,0,YAHYAKAPTAN OTOBÜS TERMİNALİ 
0040001695,FATİME DURSUN,null,01936,40.822007,29.371979,ETA İLETİŞİM,0,ÇAYIROVA MAH.FATİH CAD.NO:136/C
0040001697,ABDURRAHMAN BİNİCİ,null,01938,40.754378,29.7871,SEYMEN TOBAKASOP,0,GÜNEY MAH.TUĞLU CAD.NO:102/A
0040001700,ŞAHİN YÜZÜGÜLDÜK,null,01941,40.711091,29.841879,DORUK BÜFE GIDA,0,ÇİFTLİK MAH.ATATÜRK BULVARI NO:306/A
0040001701,YAVUZ BAĞLIKOL,null,01942,40.74134,30.047431,ESMA SÜPER MARKET,0,ATAEVLER MAH.İSMET PAŞA CAD.NO:27
0040001703,UĞUR SERHAT GIDA İNŞ.OTV.SAN.TİC.LTD.ŞTİ.,null,01944,40.795823,29.422815,UĞUR SERHAT GIDA,0,OSMAN YILMAZ MAH.YENİ BAĞDAT CAD.EGE YAPI KOOP.NO:324/D
0040001710,RECAİ KARA,null,01951,40.75919,29.943218,BAŞİSKELE MARKET,0,SAHİL MAH.MİLLET CAD.NO:3/A
0040001716,REMZİ BULUT,KÖRFEZ,01957,40.75919,29.943218,BULUT BAKKALİYESİ,0,ÇAMLITEPE MAH. ŞAMİL SOK.NO:38 KÖRFEZ
0040001718,ALİ SİVRİ,null,01959,40.75919,29.943218,AHİ KARDEŞLER MARKET,0,ULAŞLI YAVUZ SULTAN SELİM MAH.APTÜLHAMİTHAN CAD.NO:61/A
0040001721,ŞÜKRÜ KAYA DUMLU,null,01962,40.776231,29.974222,null,0,YENİŞEHİR MAHALLESİ SEMT ARDA SOKAK 6/B OTOGAR
0040001722,İSMAİL YİĞİT,GEBZE,01963,40.795756,29.407596,KARDENİZ MARKET,0,KÖŞLÜ ÇEŞME MAH. YENİ BAĞDAT CAD. NO:371B 
0040001723,MERVE YONAT TOPAL ,GEBZE,01964,40.797359,29.438348,ELMAS KURUYEMİŞ ,0,SULTAN ORHAN MAH. HÜKÜMET CAD. NO:117/A
0040001582,TAŞKIN KAZANKAYA,null,01803,40.814554,29.432938,KERVAN GIDA,0,İNÖNÜ MAH.ARİFOĞLU CAD.NO:1
0040001589,UFUK GÖKÇELİK,İZMİT,01812,40.755376,30.027915,DENİZ İLETİŞİM,0,DUMLUPINAR MAH. SAKIP SABANCI CAD. NO:30/C
0040001590,İMRAN BOZKUŞ,null,01814,40.766696,29.942874,MİRAZ MARKET,0,KADIKÖY MAH.ZÜMRÜT SOK.NO:84/1
0040001592,OĞUZ URALKAYA,null,01816,40.714501,29.922404,KAYA MARKET 2,0,KÖRFEZ MAH.NAMIK KEMAL CAD.NO:28/A
0040001600,MUHAMMET AYDIN,null,01826,40.828356,29.376113,DURAK BAKKAL,0,ATATÜRK MAH.ADNAN KAHVECİ CAD. NO:1/A
0040001602,AYSEL BULUT,null,01828,40.75408,29.791106,BULUT MARKET,0,FATİH MAH. MEHTAP CAD. NO:11/A KÖRFEZ/KOCAELİ
0040001604,YAKUP GERÇEK,İZMİT,01830,40.800892,29.952866,DENİZ BÜFE,0,AYAZMA MAH. 17 AĞUSTOS BULVARI NO:118 3KAPI NO B İZMİT
0040001613,MEHMET HAZAL,DİLOVASI,01839,40.788768,29.532174,HAZALOĞLU HİPERMARJET,0,MİMARSİNAN MAH.MİMARSİNAN CAD.NO:35 
0040001614,ADEM AYDIN,GEBZE,01840,40.812004,29.404142,AYDINLAR MARKET,0,YAVUZ SELİM MAH. GÜNDOĞAN CAD. NO:24/A
0040001617,MUHAMMED OĞUL,null,01844,40.767379,29.869538,OĞUL MARKET,0,KOCATEPE MAH.KAZIM ÖZALP CAD.NO:44/A
0040001626,AYŞE YILDIRIM,GEBZE,01853,40.779219,29.43334,ENES MARKET ,0,BARIŞ MAH.BARIŞ CAD. NO:75 
0040001644,ÖZGÜR GÖKBULAK,ÇAYIROVA,01874,40.858358,29.36996,TOKİ TEKEL,0,CUMHURİYET MAH.GEÇİT SOKAK NO:27 
0040001650,RASİM YALÇIN ,DARICA,01881,40.778211,29.373935,YALÇIN MARKET,0,Piri Reis- Bağdat Caddesi No:17- Darıca/Kocaeli
0040001656,EREN KAVŞUT,null,01887,40.790355,29.961754,MAGAZİN MARKET TEKEL,0,GÜNDOĞDU MAH.BOĞAZOVA CAD.NO:72/A
0040001665,BURAK GIDA BÜRO SAN. LTD. ŞTİ,KANDIRA,01898,41.127511,30.010809,BURAK GIDA BÜRO SAN. LTD. ŞTİ,0,BAĞIRGANLI MAH. SAHİL CAD. NO:4 KANDIRA
0040001698,SAMET MERCAN,null,01939,40.800247,29.955902,MERCAN BÜFE,0,AYAZMA MAH.GEDİKLİ SOK.NO:3
0040001731,AYHAN KILIÇ,null,01973,40.791093,29.947842,KILIÇ BÜFE,0,MALTA MAH.PORTAKAL HAFIZ RÜŞTÜ BEY CAD.NO:13
0040001567,ALİ AKÇİN,null,01780,40.772886,30.006386,AKÇİN GIDA ,0,ATATÜRK MAH.FATİH SULTAN MEHMET BUL.YENİÇE SOK.NO:1
0040001576,AHMET ADIYAMAN,null,01793,40.765306,29.940587,SABAH GIDA,0,KÖRFEZ MAH.GAZANFER BİLGE BULVARI GÖKBULUT APT.NO:9/D
0040001577,MUHAMMED SARI ,null,01794,40.705709,29.844403,YUVAMRA MARKET,0,ÇİFTLİK MAH.BARIŞ CAD.NO:56/D
0040001594,BEDRİYE YILMAZ,null,02211,40.761983,29.84693,YENİYOL GIDA PAZARI,0,ÇINARLI MAH.ONARAN SOK.NO:5/A
0040001594,BEDRİYE YILMAZ,null,01818,40.760284,29.845446,YENİYOL GIDA PAZARI,0,ÇINARLI MAH.ONARAN SOK.NO:5/A
